1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220
205,1969,4.9753879,3.877816225,4.818197761,4.601074565,4.688269769,4.797108582,4.926904205,4.803886113,4.891567156,4.862344846,4.862462281,4.901790474,4.895320949,4.936320529,4.947501385,4.952724487,4.936598653,4.963797228,4.952425916,4.965761549,4.948985896,4.966282492,4.936558994,4.96481129,4.943782533,4.938615327,4.96821241,4.941683818,4.944949189,4.954304693,4.95657426,4.971419552,4.95656478,4.970020883,4.972893971,4.95789899,4.969871139,4.956080631,4.9697909,4.972313946,4.95836873,4.969219425,4.951812263,4.968446237,4.963204929,4.972085524,4.957290817,4.959191779,4.968003719,4.967741536,4.969157152,4.963644594,4.965044879,4.9680709,4.968919884,4.969238481,4.965003904,4.968382961,4.971405147,4.966559297,4.971348343,4.969330649,4.973423589,4.965692973,4.973431957,4.970340303,4.97341393,4.973800181,4.971216157,4.97068176,4.971496784,4.973272314,4.969854808,4.974364612,4.974323168,4.970070774,4.9753239,4.974408403,4.972981865,4.970688137,4.970763621,4.974336564,4.97316433,4.9750409,4.97355305,4.971790127,4.971809154,4.974664329,4.972542117,4.974202279,4.974628322,4.973547322,4.974908427,4.974655981,4.972305586,4.9741119,4.97376298,4.974692989,4.974511103,4.974210208,4.974223354,4.974534606,4.972111449,4.974766143,4.974342057,4.973668665,4.973862411,4.974927345,4.9748719,4.9752549,4.974828095,4.974932168,4.9745029,4.9749969,4.975067046,4.975075078,4.974222265,4.974933087,4.975254127,4.975063054,4.974898087,4.9752319,4.974392257,4.975131014,4.975037022,4.974504233,4.9749128,4.975245941,4.9752359,4.975043005,4.9749629,4.9753879,4.9752789,4.975020965,4.9753759,4.9753009,4.9749729,4.9752319,4.9753329,4.9752099,4.9750149,4.975067095,4.975168485,4.975155981,4.9753879,4.9751839,4.975301957,4.9752509,4.9753129,4.9753879,4.9753219,4.975161261,4.9753879,4.9753549,4.9753419,4.9753879,4.9752569,4.975040981,4.975269956,4.975002435,4.9753439,4.975283982,4.975335924,4.9753049,4.975292882,4.9750919,4.9753439,4.9753299,4.9752769,4.9753339,4.9753439,4.9753719,4.9753439,4.975215455,4.9753879,4.9750449,4.9753649,4.9753509,4.9753879,4.9753879,4.9753859,4.9753879,4.9753749,4.975377916,4.9753369,4.9753679,4.9753709,4.9753779,4.9753719,4.9753749,4.9753799,4.9753799,4.9753879,4.9753879,4.9753879,4.9753829,4.9753879,4.9753699,4.9753829,4.9753829,4.9753759,4.9753879,4.9753849,4.9753879,4.9753789,4.9753879,4.9753879,4.9753879,4.9753879,4.9753839,4.9753849,4.9753849,4.9753859,4.9753879,4.9753879,4.9753879,4.9753879,4.9753879
206,1970,5.2441129,4.063572282,5.033914431,4.850409272,4.964084978,5.034515981,5.194452995,5.066007716,5.150996848,5.125212544,5.124127895,5.16322738,5.161104331,5.203278242,5.213012824,5.219061739,5.203861871,5.229452324,5.21858602,5.231762646,5.212244318,5.234344508,5.20327235,5.232491932,5.205411125,5.201952546,5.236270644,5.209863321,5.211366862,5.221556131,5.22378282,5.239922795,5.224313529,5.238202963,5.240132035,5.22405932,5.238516719,5.223805338,5.2399549,5.240002922,5.225025958,5.2375944,5.218925393,5.237528245,5.230294204,5.238239549,5.227416947,5.227180771,5.236423768,5.236369982,5.237357601,5.230649089,5.233098968,5.2372839,5.235662581,5.237389155,5.233129188,5.236744736,5.239954472,5.234826701,5.239593425,5.23647678,5.239147703,5.235296005,5.242049184,5.238819849,5.242297963,5.242125449,5.239264149,5.239021719,5.240242816,5.24182237,5.238293922,5.24307491,5.2416592,5.238520231,5.2440489,5.242945265,5.240966559,5.239169624,5.239249033,5.243092501,5.24120721,5.2434059,5.241713993,5.240364168,5.240348747,5.243265443,5.241119672,5.243037375,5.243136394,5.241887427,5.243688314,5.243336005,5.240870871,5.2434279,5.241989468,5.24343503,5.242854086,5.243132257,5.242751387,5.243272776,5.240448373,5.243486143,5.242899284,5.242304585,5.242547451,5.243397387,5.2435009,5.2418739,5.243512168,5.243648192,5.2430919,5.2435449,5.24373407,5.243772103,5.243085095,5.243662103,5.243756168,5.243723078,5.243631087,5.243938932,5.243373362,5.243657006,5.243730038,5.243299338,5.243411816,5.243909997,5.2439239,5.243733997,5.2434599,5.2441129,5.2440509,5.243792941,5.2441029,5.2439569,5.2436739,5.2439769,5.2440359,5.2439319,5.2436819,5.243719111,5.24382617,5.243847981,5.2441129,5.2438969,5.244007965,5.2439569,5.2439959,5.2441129,5.2440379,5.243859417,5.2441129,5.2440739,5.2440569,5.2441129,5.2439959,5.243716997,5.243970965,5.243681779,5.2440579,5.243988973,5.244053932,5.2440129,5.244002643,5.2438789,5.2440539,5.2440429,5.2440089,5.2440509,5.2440599,5.2440969,5.2440789,5.24392003,5.2441129,5.2439869,5.2440749,5.2440799,5.2441129,5.2441119,5.2441049,5.2441129,5.2440999,5.244102916,5.2440559,5.2440959,5.2440949,5.2441019,5.2440939,5.2441009,5.2441049,5.2441049,5.2441129,5.2441129,5.2441129,5.2441079,5.2441129,5.2440949,5.2441049,5.2441059,5.2441019,5.2441129,5.2441059,5.2441129,5.2441029,5.2441129,5.2441129,5.2441129,5.2441129,5.2441089,5.2441069,5.2441099,5.2441089,5.2441129,5.2441129,5.2441129,5.2441129,5.2441119
207,1971,5.2808913,4.093307051,5.042349717,4.863072326,4.997802848,5.063493811,5.228434607,5.100654323,5.184743625,5.154728037,5.154490804,5.195997956,5.195498065,5.234929214,5.246450759,5.253154447,5.239234767,5.264911558,5.252955181,5.264582173,5.245831658,5.270259404,5.237569162,5.267889617,5.242499882,5.236669091,5.272300864,5.24776614,5.246589593,5.256642614,5.26383339,5.275645366,5.259895122,5.274610622,5.276343651,5.251564604,5.275585431,5.259342616,5.2751143,5.275801362,5.262002267,5.273022343,5.257826629,5.273317749,5.266680279,5.27208903,5.263363582,5.265331947,5.274203143,5.272626721,5.273371739,5.266766467,5.269827768,5.2734903,5.271785808,5.273507305,5.269459002,5.273071266,5.27642195,5.271035957,5.276464734,5.273476944,5.276366973,5.274988381,5.278395584,5.274756987,5.278469306,5.278655947,5.275816898,5.275545127,5.276784037,5.278393868,5.274716818,5.279907176,5.278681584,5.274948493,5.2803203,5.279739705,5.277501966,5.275644657,5.275729521,5.27974294,5.277759813,5.2800623,5.278307602,5.277290123,5.27689614,5.279930957,5.277713429,5.279444619,5.279961883,5.278507916,5.280439762,5.280063669,5.277449757,5.2803533,5.27860276,5.280056438,5.279499519,5.280019722,5.27932273,5.279887176,5.277701984,5.280225551,5.279645629,5.278971999,5.279307803,5.280265884,5.2802213,5.2788413,5.280181608,5.28037724,5.2797043,5.2801153,5.280528478,5.280474535,5.279857819,5.280386535,5.280522568,5.280479503,5.280219495,5.280670454,5.280083803,5.280374493,5.28048043,5.279905762,5.279056216,5.280718408,5.2806663,5.280489521,5.2802313,5.2808913,5.2808373,5.280823365,5.2808733,5.2807763,5.280423357,5.2807833,5.2808113,5.2807113,5.2804823,5.280498904,5.280582276,5.280611381,5.2808913,5.2806693,5.280781381,5.2807043,5.2807823,5.2808913,5.2808053,5.280670688,5.2808913,5.2808503,5.2808293,5.2808913,5.2807593,5.280475397,5.28074139,5.280516086,5.2808293,5.280754373,5.280828332,5.2807823,5.280778128,5.2806723,5.2808403,5.2808203,5.2807633,5.2808283,5.2808293,5.2808743,5.2808503,5.280723441,5.2808903,5.2807753,5.2808473,5.2808523,5.2808913,5.2808903,5.2808823,5.2808913,5.2808763,5.280881308,5.2808413,5.2808713,5.2808723,5.2808783,5.2808713,5.2808783,5.2808813,5.2808833,5.2808913,5.2808913,5.2808913,5.2808853,5.2808913,5.2808673,5.2808833,5.2808843,5.2808753,5.2808913,5.2808863,5.2808913,5.2808783,5.2808913,5.2808913,5.2808913,5.2808913,5.2808883,5.2808833,5.2808883,5.2808873,5.2808913,5.2808913,5.2808913,5.2808913,5.2808903
208,1972,5.4530621,4.208942929,5.199543009,5.013434372,5.168815509,5.22048282,5.397579706,5.276198986,5.349135632,5.320333887,5.321624341,5.363477617,5.36313132,5.406239796,5.416959736,5.424127822,5.410121176,5.436610866,5.421944652,5.43388042,5.41356532,5.441242699,5.407499711,5.438400021,5.410077549,5.408437826,5.443271573,5.417407669,5.416966519,5.428480562,5.436000393,5.447110823,5.43098462,5.446109317,5.448176563,5.428633907,5.447902971,5.430391206,5.4466661,5.445332122,5.43413351,5.4450052,5.42994436,5.444471143,5.437758782,5.441766357,5.43502746,5.436797391,5.446774651,5.444485359,5.445854304,5.438806254,5.441024401,5.4455261,5.444528067,5.445382692,5.44134928,5.444833032,5.448065559,5.442691822,5.448452146,5.445039351,5.446998211,5.448908165,5.450121214,5.447047824,5.450945212,5.450868841,5.448107892,5.447391722,5.448643537,5.450530554,5.446566314,5.452105244,5.450814416,5.446801279,5.4524921,5.451809635,5.449888995,5.447540983,5.447630875,5.45177079,5.450127179,5.4520581,5.450643949,5.449379013,5.448857898,5.451787846,5.449717025,5.451519152,5.451833789,5.450819789,5.45253983,5.452168023,5.449439954,5.4526541,5.450917122,5.452088262,5.451726319,5.452096522,5.451347483,5.452006984,5.449969601,5.452323392,5.451717399,5.451042371,5.451405611,5.452401554,5.4523221,5.4504821,5.4522984,5.452405471,5.4515231,5.4523151,5.452643311,5.452581392,5.451953635,5.452678311,5.452665473,5.452604343,5.45247136,5.452827287,5.452238627,5.452644412,5.45262423,5.452162619,5.451293187,5.45286729,5.4527161,5.45265745,5.4525971,5.4530561,5.4529891,5.453030157,5.4530381,5.4529291,5.452586165,5.4528741,5.4529561,5.4528331,5.4526361,5.452685906,5.452772461,5.452711173,5.4530621,5.4528351,5.452955189,5.4528811,5.4529401,5.4530621,5.452951603,5.452848185,5.4530621,5.4530181,5.4529991,5.4530621,5.4529251,5.452651197,5.452904197,5.452698277,5.4529951,5.452913182,5.452993132,5.4529581,5.452939934,5.4528771,5.4529981,5.4529981,5.4529111,5.4529931,5.4530031,5.4530441,5.4530291,5.452899337,5.4530611,5.4529601,5.4530101,5.4530191,5.4530621,5.4530611,5.4530501,5.4530621,5.4530441,5.453048108,5.4530161,5.4530421,5.4530411,5.4530471,5.4530441,5.4530491,5.4530521,5.4530521,5.4530621,5.4530621,5.4530621,5.4530561,5.4530621,5.4530411,5.4530541,5.4530551,5.4530451,5.4530621,5.4530561,5.4530621,5.4530431,5.4530621,5.4530621,5.4530621,5.4530621,5.4530591,5.4530551,5.4530591,5.4530581,5.4530621,5.4530621,5.4530621,5.4530621,5.4530611
209,1973,5.6730987,4.373302791,5.409548862,5.214879612,5.376773304,5.423572043,5.61596088,5.493083055,5.569041753,5.534776115,5.531848071,5.576660588,5.581507554,5.625784878,5.633777809,5.637761552,5.626475503,5.653166422,5.637067147,5.647156148,5.630806878,5.659698564,5.625632211,5.656911465,5.627995018,5.628297553,5.662114423,5.635260437,5.633588589,5.647450209,5.654967463,5.666433788,5.650102354,5.66661369,5.668321108,5.646536107,5.667637871,5.649471205,5.6647457,5.662651811,5.653180123,5.664743703,5.649275062,5.662964654,5.65671884,5.659580046,5.654343987,5.656935545,5.666255543,5.663920001,5.664501177,5.658783326,5.659637938,5.6664877,5.662907098,5.66556976,5.660488866,5.66452057,5.667655169,5.662289116,5.667841836,5.664776572,5.667312835,5.669120789,5.669698814,5.666863389,5.670946632,5.670471542,5.667713303,5.666992354,5.668131349,5.670564187,5.666330335,5.671856971,5.670535976,5.666564829,5.6725227,5.671664235,5.66930413,5.667343339,5.667437676,5.671782276,5.669592884,5.6715927,5.670209648,5.669229101,5.668716039,5.671472341,5.669610737,5.671170005,5.671768552,5.670568446,5.672498381,5.672151076,5.669322317,5.672353716,5.670536335,5.672155887,5.671977911,5.672093162,5.670836031,5.672030577,5.669668148,5.672298041,5.671742118,5.670993261,5.671524268,5.672424179,5.6723137,5.6703767,5.672215179,5.672415444,5.6716557,5.6716497,5.67268696,5.672541,5.671847154,5.672620838,5.672676024,5.672561968,5.672230049,5.67285391,5.672228292,5.672652306,5.672599911,5.672127373,5.670952754,5.672861944,5.6727317,5.672621153,5.672389757,5.6730847,5.6729837,5.673063789,5.6730907,5.6729577,5.672523765,5.6729137,5.6729947,5.6728787,5.6726067,5.672777622,5.672752701,5.672805781,5.6730987,5.6728797,5.672983822,5.6727657,5.6729707,5.6730987,5.67298639,5.672861402,5.6730987,5.6730527,5.6730377,5.6730987,5.6729677,5.672694797,5.672926797,5.672695106,5.673025749,5.672942797,5.673008781,5.6729977,5.672975452,5.6729517,5.6730267,5.6730297,5.6729467,5.6729827,5.6730417,5.6730797,5.6730547,5.672918145,5.6730977,5.6730087,5.6730497,5.6730587,5.6730987,5.6730977,5.6730857,5.6730987,5.6730817,5.673081716,5.6730547,5.6730787,5.6730767,5.6730807,5.6730687,5.6730837,5.6730887,5.6730877,5.6730987,5.6730987,5.6730987,5.6730917,5.6730987,5.6730757,5.6730907,5.6730917,5.6730837,5.6730987,5.6730917,5.6730987,5.6730877,5.6730987,5.6730987,5.6730987,5.6730987,5.6730947,5.6730887,5.6730957,5.6730947,5.6730987,5.6730987,5.6730987,5.6730987,5.6730977
210,1974,5.6587371,4.405200457,5.389881965,5.183045537,5.368692248,5.409199221,5.59975081,5.490291715,5.552403801,5.515159392,5.522282853,5.560960603,5.564240217,5.610551439,5.61650278,5.619497088,5.61174218,5.638094889,5.619728554,5.631798834,5.61161222,5.644756065,5.609485842,5.642108092,5.615073017,5.613423545,5.648007904,5.621905648,5.617601644,5.632677984,5.638251953,5.652129422,5.63487894,5.651616701,5.653539328,5.631004702,5.652899928,5.634210555,5.6501941,5.650037138,5.638537821,5.650301103,5.636951309,5.648894941,5.643099942,5.64175143,5.639322108,5.643714856,5.65353387,5.648804124,5.65041496,5.644254431,5.646016448,5.653466351,5.648503935,5.651675255,5.647430666,5.649830675,5.653102557,5.647514427,5.653450822,5.651175495,5.65274726,5.656188635,5.655877238,5.652379828,5.656102162,5.655702299,5.652914201,5.652491103,5.653617007,5.655825733,5.6517134,5.657467154,5.655996368,5.651945411,5.6581001,5.657076741,5.654927503,5.65276143,5.652860046,5.657265692,5.655216161,5.6572631,5.655837702,5.654799346,5.654186553,5.656987765,5.655114626,5.656802637,5.657408935,5.656267935,5.658129757,5.657716148,5.654815593,5.658124165,5.656163523,5.657778327,5.657462287,5.657937618,5.656664393,5.657388041,5.655627658,5.657900441,5.657316426,5.656551047,5.6571877,5.657936676,5.6578521,5.6565051,5.657913538,5.658210712,5.6575521,5.6572501,5.658312335,5.658217424,5.657591587,5.65826323,5.658232465,5.658199424,5.658108424,5.658471335,5.657818789,5.6582149,5.65820536,5.657878611,5.656722976,5.658477517,5.6583041,5.658262749,5.657978173,5.6587131,5.658621141,5.658717157,5.6587231,5.6586571,5.658300149,5.6585481,5.6586261,5.6585341,5.6583131,5.658412402,5.658389587,5.658413165,5.6587371,5.6585081,5.658608254,5.6582941,5.6586051,5.6587371,5.658630586,5.658522013,5.6587371,5.6586811,5.6586641,5.6587371,5.6586031,5.658267197,5.658554189,5.658371283,5.658654149,5.658587197,5.658658124,5.6586521,5.658608022,5.6585951,5.6586471,5.6586551,5.6585851,5.6586161,5.6586781,5.6587171,5.6586961,5.658573445,5.6587361,5.6586201,5.6586841,5.6586951,5.6587371,5.6587361,5.6587221,5.6587371,5.6587201,5.6587191,5.6587061,5.6587121,5.6587171,5.6587191,5.6587091,5.6587271,5.6587281,5.6587281,5.6587371,5.6587371,5.6587371,5.6587301,5.6587371,5.6587101,5.6587291,5.6587291,5.6587201,5.6587371,5.6587311,5.6587371,5.6587251,5.6587371,5.6587371,5.6587371,5.6587371,5.6587321,5.6587281,5.6587341,5.6587331,5.6587371,5.6587371,5.6587371,5.6587371,5.6587361
211,1975,5.6445876,4.443497259,5.332878565,5.144545248,5.370994836,5.40754846,5.580583481,5.479945851,5.536298099,5.493681847,5.522385592,5.551505549,5.542300459,5.594093323,5.599782641,5.60659252,5.596630742,5.62226664,5.603508545,5.621863592,5.595173452,5.629868018,5.592842167,5.626732963,5.602959462,5.597180205,5.632727094,5.61133885,5.600371871,5.618701747,5.62718846,5.637935987,5.619523769,5.63611055,5.639280531,5.615214305,5.638259039,5.618807642,5.6361146,5.635853646,5.624039492,5.635548228,5.622545987,5.634033663,5.629791174,5.631664109,5.624685255,5.629373468,5.63864337,5.63481439,5.635722304,5.629432752,5.632025976,5.639998916,5.633913319,5.638325685,5.633929551,5.635223987,5.63878103,5.632789449,5.639254515,5.636226299,5.63789606,5.641430281,5.641599778,5.63857029,5.641538695,5.641559958,5.638599701,5.637208895,5.639601148,5.641583233,5.637204603,5.643262076,5.641963884,5.637438824,5.6426086,5.642580257,5.640614191,5.638305126,5.638409544,5.643075281,5.640913939,5.6430186,5.641564542,5.641348393,5.639803343,5.642859248,5.640778086,5.64287769,5.643384322,5.642319338,5.643908233,5.643481004,5.640464148,5.643995665,5.641902228,5.643480892,5.643336803,5.64379803,5.642354855,5.643231589,5.642335796,5.64362703,5.643528043,5.642289302,5.642960306,5.643839338,5.6434996,5.6426566,5.643588908,5.644044302,5.6433346,5.6431236,5.644132924,5.644031965,5.643475095,5.644257762,5.643883997,5.644012965,5.643964892,5.64427086,5.643705289,5.644008556,5.644061795,5.643800908,5.642337022,5.644359269,5.6441696,5.644147405,5.643897665,5.6445366,5.644491608,5.644567657,5.6445706,5.6445186,5.644036632,5.6444266,5.6444666,5.6444056,5.6440896,5.644279581,5.644224991,5.644125665,5.6445876,5.6443576,5.64445577,5.6442876,5.6444486,5.6445876,5.6445026,5.644431838,5.6445876,5.6445276,5.6445066,5.6445876,5.6444326,5.644182697,5.644417682,5.644322682,5.644494657,5.644429714,5.644496616,5.6444956,5.644491333,5.6444446,5.6444506,5.6444926,5.6444496,5.6444626,5.6445296,5.6445396,5.6445376,5.644469084,5.6445856,5.6443946,5.6445336,5.6445396,5.6445876,5.6445866,5.6445716,5.6445876,5.6445606,5.6445666,5.6445596,5.6445666,5.6445666,5.6445716,5.6445566,5.6445746,5.6445716,5.6445786,5.6445876,5.6445876,5.6445876,5.6445806,5.6445876,5.6445596,5.6445786,5.6445796,5.6445726,5.6445876,5.6445786,5.6445876,5.6445786,5.6445876,5.6445876,5.6445876,5.6445876,5.6445826,5.6445786,5.6445836,5.6445846,5.6445876,5.6445876,5.6445876,5.6445876,5.6445866
212,1976,5.9486077,4.691192802,5.623562798,5.429330399,5.650890304,5.701024357,5.881723003,5.785254439,5.839725067,5.791923294,5.810339499,5.848772632,5.83995084,5.895955789,5.898451091,5.90590598,5.90109823,5.923151698,5.906468487,5.920916801,5.894637798,5.931744089,5.894897615,5.928586008,5.902447523,5.899359012,5.933309197,5.913215202,5.900989801,5.921397134,5.932976301,5.940770313,5.9225941,5.939205285,5.94208544,5.918577443,5.942388124,5.921838858,5.937795197,5.937927823,5.926801715,5.93530653,5.924524391,5.936965952,5.932722242,5.933545042,5.928693723,5.932204224,5.944812693,5.938242053,5.939037222,5.932861268,5.934634287,5.943570529,5.93759402,5.942050537,5.937571382,5.93888581,5.942514403,5.936355163,5.943286554,5.939495559,5.94042033,5.943725641,5.945776124,5.942523364,5.944858479,5.945461428,5.942491364,5.941189308,5.943354267,5.945198752,5.940938318,5.94709138,5.944265228,5.941175704,5.9463367,5.946396839,5.944507591,5.942083886,5.942192038,5.947013427,5.944816275,5.9468147,5.945489996,5.945368996,5.943639567,5.946882167,5.944650249,5.946990877,5.947712492,5.94564511,5.947804044,5.947409552,5.944324647,5.947907847,5.945836037,5.947359111,5.947272331,5.947843844,5.946621897,5.947353288,5.943797505,5.947705706,5.947669287,5.946220999,5.947000963,5.947945419,5.9475267,5.9469647,5.947623327,5.947928847,5.9472577,5.94705099,5.948123277,5.948039508,5.947510704,5.948287086,5.948124704,5.948005426,5.947847337,5.948310492,5.947678419,5.948066985,5.948001211,5.947910261,5.94684531,5.948326554,5.9481787,5.948143546,5.947955838,5.9484457,5.948530779,5.948587838,5.9485907,5.9485467,5.948062796,5.9484387,5.9485367,5.9483997,5.9481297,5.948338767,5.948233439,5.948336894,5.9486077,5.9483657,5.948424244,5.9482707,5.9484667,5.9486077,5.9485197,5.948274969,5.9486077,5.9485507,5.9485387,5.9486077,5.9484627,5.94820497,5.948475878,5.948041795,5.948514835,5.948448932,5.948516797,5.9485167,5.948522425,5.9484847,5.9484767,5.9485177,5.9485477,5.9484797,5.9485357,5.9485347,5.9485577,5.948354532,5.9486047,5.9484977,5.9485537,5.9485597,5.9486077,5.9486067,5.9485857,5.9486077,5.9485807,5.9485877,5.9485727,5.9485837,5.9485847,5.9485907,5.9485817,5.9485947,5.9485947,5.9485987,5.9486077,5.9486077,5.9486077,5.9486007,5.9486077,5.9485797,5.9485967,5.9485997,5.9485957,5.9486077,5.9485997,5.9486077,5.9485947,5.9486077,5.9486077,5.9486077,5.9486077,5.9485997,5.9485987,5.9486037,5.9486047,5.9486077,5.9486077,5.9486077,5.9486077,5.9486067
213,1977,6.0849874,4.792583929,5.728982272,5.548067262,5.79770462,5.830282512,6.014219395,5.920041401,5.973696078,5.923005281,5.953462317,5.988257621,5.970916722,6.030471252,6.032466594,6.040300734,6.033785199,6.056141442,6.040752046,6.052762977,6.031813602,6.062493828,6.029480185,6.062847436,6.040335176,6.034269188,6.068334478,6.050544182,6.036385684,6.057502054,6.067615658,6.076236064,6.058104484,6.074666695,6.078813617,6.053965243,6.07834988,6.057311535,6.074411175,6.073566845,6.062314102,6.073079773,6.061586524,6.072253529,6.069705119,6.071203381,6.064300756,6.068115852,6.080825005,6.074277529,6.074977537,6.06876793,6.071303688,6.080292692,6.074280976,6.078706769,6.07378715,6.074936861,6.078817896,6.072317848,6.079592792,6.075876566,6.077273168,6.079514777,6.08228106,6.078555003,6.080993853,6.081526802,6.078627466,6.076978381,6.079443327,6.081110789,6.07705666,6.083408593,6.080577122,6.077294427,6.0826674,6.082948044,6.08100185,6.07824217,6.078353737,6.08314551,6.081300687,6.0829504,6.081958942,6.0819963,6.079850531,6.083459311,6.080894025,6.083517552,6.084024651,6.082453445,6.084126611,6.083633497,6.080557779,6.08417463,6.082292025,6.083766096,6.08357756,6.084192903,6.082956546,6.083613161,6.082474997,6.083949067,6.084036414,6.082519578,6.083448199,6.084170936,6.0838814,6.0832434,6.08404432,6.084250793,6.0834274,6.083266194,6.084442246,6.084275768,6.083968048,6.084701705,6.084376773,6.084364669,6.084439468,6.084561896,6.084038445,6.084336613,6.084214171,6.084248743,6.082337649,6.084672644,6.0845564,6.084468312,6.084403619,6.0847744,6.084895588,6.084967619,6.0849704,6.0849244,6.084469516,6.0848124,6.0849064,6.0847684,6.0844694,6.084768527,6.08462344,6.084756614,6.0849874,6.0847414,6.084795221,6.0848564,6.0848354,6.0849874,6.0848614,6.084813612,6.0849874,6.0849194,6.0849034,6.0849874,6.0848264,6.084585827,6.084778713,6.084691823,6.084874553,6.084813797,6.084887553,6.0848944,6.08490096,6.0848474,6.0847694,6.0848764,6.0847904,6.0848634,6.0849124,6.0849144,6.0849334,6.084855168,6.0849834,6.0848604,6.0849334,6.0849334,6.0849874,6.0849854,6.0849644,6.0849874,6.0849564,6.0849654,6.0849524,6.0849604,6.0849684,6.0849654,6.0849594,6.0849744,6.0849654,6.0849784,6.0849874,6.0849874,6.0849874,6.0849794,6.0849874,6.0849564,6.0849764,6.0849804,6.0849734,6.0849874,6.0849794,6.0849874,6.0849774,6.0849874,6.0849874,6.0849874,6.0849874,6.0849794,6.0849814,6.0849794,6.0849804,6.0849874,6.0849874,6.0849874,6.0849874,6.0849864
214,1978,6.26437,4.931683315,5.867192733,5.709018879,5.969848376,6.018302467,6.192460471,6.099327973,6.15096788,6.096856931,6.126067414,6.163039718,6.14677446,6.209268798,6.203734832,6.220127659,6.209288074,6.233419743,6.216353762,6.232976912,6.209917622,6.23873185,6.206984317,6.243432769,6.218029072,6.213198221,6.245036986,6.227401941,6.211548114,6.236379792,6.245649628,6.254832069,6.236576573,6.25365466,6.258021663,6.234835905,6.257260132,6.235746012,6.252155592,6.247324349,6.240339946,6.25285442,6.242678702,6.2513575,6.248751227,6.251208721,6.242206493,6.247695377,6.260169941,6.253034237,6.254167967,6.248001183,6.250225577,6.258646316,6.252410143,6.258137354,6.252860763,6.253976442,6.258206,6.25126533,6.258629941,6.255441683,6.255333906,6.258596151,6.261499093,6.257934657,6.260226606,6.260807372,6.258251863,6.256013272,6.25945076,6.260081218,6.256169271,6.262736698,6.260190998,6.256408077,6.262244,6.261529819,6.259914746,6.257393734,6.257508738,6.262329076,6.260250427,6.262252,6.260986303,6.261125632,6.259057122,6.262887925,6.260135111,6.262870028,6.262896253,6.261837336,6.263380004,6.26279691,6.259787702,6.263523351,6.26135793,6.262999873,6.262965504,6.263432351,6.261883102,6.26292438,6.262230343,6.263246328,6.263511152,6.261817527,6.262806321,6.263562841,6.263056,6.261768,6.263596364,6.263593666,6.262599,6.262308083,6.263812231,6.263575228,6.263422709,6.263996501,6.263655045,6.263720062,6.263770291,6.263826003,6.263407671,6.263782222,6.263652898,6.263587836,6.262569497,6.263973184,6.263913,6.263845967,6.263949344,6.264143,6.264280212,6.264356043,6.264351,6.264307,6.2637172,6.264198,6.264271,6.264115,6.263809,6.264180275,6.263963276,6.264092376,6.26437,6.264124,6.264165131,6.264282,6.264211,6.26437,6.264273,6.264221995,6.26437,6.264275,6.264257,6.26437,6.264198,6.263959751,6.264176473,6.264118276,6.264262209,6.264187587,6.26425625,6.26425,6.264291887,6.264176,6.264218,6.264261,6.264263,6.264254,6.264285,6.264291,6.264317,6.264257386,6.264364,6.264236,6.264315,6.264311,6.26437,6.264367,6.264349,6.26437,6.264332,6.264313083,6.26433,6.264342,6.264343,6.264353,6.264342,6.264356,6.264341,6.26436,6.26437,6.26437,6.26437,6.264362,6.26437,6.264339,6.264362,6.264363,6.264354,6.26437,6.26436,6.26437,6.264361,6.26437,6.26437,6.26437,6.26437,6.264361,6.264364,6.264362,6.264363,6.26437,6.26437,6.26437,6.26437,6.264369
